Species,Cultivar,Usage,Location,Method,CH,CU,CP,GDH,Reference,CP_mean,CP_std,GDH_mean,GDH_std,CH_mean,CH_std,CU_mean,CU_std,CP_standardized,GDH_standardized
Almond,Soleta,,Meknes,E,312.0,463.0,25.1,12660.0,"Delgado et al., 2025",20.12,13.02,7282.46,1398.09,147.78,138.31,242.16,291.11,0.38,3.85
Apricot,Farbaly,,Jumilla,E,622.0,926.0,50.6,4873.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-0.03,0.55
Apricot,Farbaly,,Jumilla,E,778.0,1016.0,59.0,4206.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.71,0.11
Apricot,Farbaly,,Meknes,E,576.0,1006.0,49.5,8138.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-0.13,2.7
Apricot,Farbaly,,Meknes,E,766.0,946.0,57.1,6165.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.54,1.4
Apricot,Mediabel,,Jumilla,E,732.0,1053.0,58.3,3764.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.65,-0.18
Apricot,Mediabel,,Jumilla,E,719.0,937.0,55.5,4925.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,0.4,0.58
Apricot,Mediabel,,Meknes,E,548.0,893.0,43.0,7110.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-0.7,2.02
Apricot,Mediabel,,Meknes,E,667.0,849.0,47.0,7548.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-0.35,2.31
Apricot,Soledane,,Cieza,E,544.0,869.0,50.3,4304.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-0.06,0.18
Apricot,Soledane,,Cieza,E,580.0,869.0,48.2,7901.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-0.24,2.54
Apricot,Soledane,,Ain Taoujdate,E,450.0,746.0,35.7,5027.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-1.34,0.65
Apricot,Soledane,,Ain Taoujdate,E,511.0,681.0,37.0,8155.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-1.23,2.71
Apricot,Soledane,,Meknes,E,443.0,716.0,37.0,5988.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-1.23,1.28
Apricot,Soledane,,Meknes,E,511.0,681.0,37.0,7036.0,"Delgado et al., 2025",50.94,11.34,4036.73,1519.89,827.2,307.2,996.48,241.58,-1.23,1.97
Japanese Plum,Angeleno,,Zaragoza,E,295.0,603.0,29.4,6646.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-1.19,0.1
Japanese Plum,Angeleno,,Zaragoza,E,384.0,612.0,32.4,8450.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.86,1.33
Japanese Plum,Angeleno,,Zaragoza,E,290.0,382.0,27.7,7096.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-1.37,0.41
Japanese Plum,Angeleno,,Guadajira,E,471.0,684.0,43.2,7644.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.31,0.78
Japanese Plum,Angeleno,,Guadajira,E,286.0,505.0,30.7,7800.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-1.04,0.89
Japanese Plum,Angeleno,,Cieza,E,643.0,763.0,40.3,4064.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.01,-1.66
Japanese Plum,Angeleno,,Cieza,E,544.0,869.0,50.3,5711.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,1.08,-0.53
Japanese Plum,Angeleno,,Cieza,E,574.0,833.0,47.2,5823.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.74,-0.46
Japanese Plum,Angeleno,,Medjez El Bab,E,613.0,823.0,51.0,3276.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,1.15,-2.2
Japanese Plum,Angeleno,,Medjez El Bab,E,435.0,371.0,34.0,7683.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.69,0.81
Japanese Plum,Angeleno,,Meknes,E,483.0,829.0,43.0,4353.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.29,-1.46
Japanese Plum,Angeleno,,Meknes,E,535.0,727.0,39.9,9626.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.05,2.14
Japanese Plum,Black Amber,,Zaragoza,E,448.0,795.0,39.0,5715.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.15,-0.53
Japanese Plum,Black Amber,,Zaragoza,E,378.0,600.0,31.3,7067.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.98,0.39
Japanese Plum,Black Amber,,Zaragoza,E,509.0,695.0,41.5,5683.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.12,-0.55
Japanese Plum,Black Amber,,Guadajira,E,469.0,671.0,42.2,7590.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.2,0.75
Japanese Plum,Black Amber,,Guadajira,E,614.0,707.0,42.6,7466.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.24,0.66
Japanese Plum,Black Amber,,Cieza,E,648.0,1003.0,57.5,3825.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,1.86,-1.82
Japanese Plum,Black Amber,,Cieza,E,574.0,833.0,47.2,4504.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.74,-1.36
Japanese Plum,Black Amber,,Cieza,E,643.0,767.0,45.7,4924.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.58,-1.07
Japanese Plum,Black Amber,,Meknes,E,422.0,615.0,33.1,9945.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.79,2.35
Japanese Plum,Black Gold,,Caspe,E,338.0,369.0,21.1,7140.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-2.08,0.44
Japanese Plum,Black Gold,,Caspe,E,165.0,383.0,20.5,7282.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-2.15,0.54
Japanese Plum,Black Gold,,Caspe,E,539.0,826.0,40.2,4503.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.02,-1.36
Japanese Plum,Black Gold,,Cieza,E,479.0,814.0,47.5,5187.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.77,-0.89
Japanese Plum,Black Gold,,Cieza,E,688.0,1017.0,56.6,6791.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,1.76,0.2
Japanese Plum,Black Gold,,Medjez El Bab,E,534.0,752.0,46.0,3845.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.61,-1.81
Japanese Plum,Black Gold,,Medjez El Bab,E,378.0,265.0,30.0,6544.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-1.12,0.03
Japanese Plum,Fortune,,Zaragoza,E,295.0,603.0,29.4,6646.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-1.19,0.1
Japanese Plum,Fortune,,Zaragoza,E,384.0,612.0,32.4,6929.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.86,0.3
Japanese Plum,Fortune,,Zaragoza,E,397.0,532.0,34.6,6359.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.62,-0.09
Japanese Plum,Fortune,,Guadajira,E,471.0,676.0,43.2,7400.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.31,0.62
Japanese Plum,Fortune,,Guadajira,E,532.0,681.0,39.7,7553.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.07,0.72
Japanese Plum,Fortune,,Cieza,E,590.0,933.0,53.1,4535.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,1.38,-1.34
Japanese Plum,Fortune,,Cieza,E,637.0,942.0,52.8,4179.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,1.35,-1.58
Japanese Plum,Fortune,,Meknes,E,522.0,711.0,38.6,8134.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.19,1.12
Japanese Plum,Red Beaut,,Zaragoza,E,399.0,626.0,33.3,6831.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.76,0.23
Japanese Plum,Red Beaut,,Zaragoza,E,290.0,382.0,27.7,6860.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-1.37,0.25
Japanese Plum,Red Beaut,,Guadajira,E,439.0,649.0,41.0,7064.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.07,0.39
Japanese Plum,Red Beaut,,Guadajira,E,427.0,606.0,36.0,6449.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.47,-0.03
Japanese Plum,Red Beaut,,Cieza,E,497.0,662.0,32.4,6226.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.86,-0.18
Japanese Plum,Red Beaut,,Cieza,E,337.0,586.0,35.5,5613.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.53,-0.6
Japanese Plum,Red Beaut,,Cieza,E,346.0,532.0,32.8,5007.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.82,-1.02
Japanese Plum,Red Beaut,,Archena,E,339.0,631.0,33.5,6666.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.74,0.12
Japanese Plum,Red Beaut,,Archena,E,268.0,618.0,44.7,6876.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.47,0.26
Japanese Plum,Red Beaut,,Archena,E,322.0,603.0,37.4,6660.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.32,0.11
Japanese Plum,Red Beaut,,Medjez El Bab,E,673.0,896.0,53.0,3648.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,1.37,-1.94
Japanese Plum,Red Beaut,,Medjez El Bab,E,556.0,441.0,37.0,4984.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.36,-1.03
Japanese Plum,Sungold,,Zaragoza,E,385.0,731.0,36.0,5955.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,-0.47,-0.37
Japanese Plum,Sungold,,Zaragoza,E,668.0,875.0,44.5,6867.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.45,0.25
Japanese Plum,Sungold,,Guadajira,E,471.0,699.0,44.2,7297.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.42,0.55
Japanese Plum,Sungold,,Guadajira,E,573.0,695.0,40.7,7723.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.04,0.84
Japanese Plum,Sungold,,Medjez El Bab,E,831.0,1117.0,65.0,4855.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,2.67,-1.12
Japanese Plum,Sungold,,Medjez El Bab,E,610.0,499.0,42.0,5874.0,"Delgado et al., 2025",40.35,9.24,6494.51,1465.26,462.78,136.42,686.18,179.47,0.18,-0.42
Sweet Cherry,Burlat,,Zaragoza,E,853.0,993.0,42.2,8814.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.73,0.02
Sweet Cherry,Burlat,,Zaragoza,E,608.0,837.0,39.9,8267.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.91,-0.18
Sweet Cherry,Burlat,,Imouzzar-Kandar,E,575.0,737.0,44.1,9638.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.58,0.32
Sweet Cherry,Burlat,,Imouzzar-Kandar,E,383.0,369.0,32.4,9932.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-1.5,0.42
Sweet Cherry,Kordia,,Zaragoza,E,553.0,892.0,43.9,8708.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.59,-0.02
Sweet Cherry,Kordia,,Imouzzar-Kandar,E,625.0,791.0,47.3,14921.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.32,2.22
Sweet Cherry,Kordia,,Imouzzar-Kandar,E,383.0,369.0,32.4,12104.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-1.5,1.2
Sweet Cherry,Lapins,,Zaragoza,E,748.0,1121.0,52.8,9102.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.11,0.12
Sweet Cherry,Lapins,,Imouzzar-Kandar,E,407.0,553.0,32.6,12521.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-1.48,1.35
Sweet Cherry,Lapins,,Imouzzar-Kandar,E,251.0,200.0,23.8,9832.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-2.17,0.39
Sweet Cherry,Napoleon,,Zaragoza,E,1048.0,1202.0,51.3,7925.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.01,-0.3
Sweet Cherry,Napoleon,,Zaragoza,E,880.0,1102.0,53.1,9102.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.13,0.12
Sweet Cherry,Napoleon,,Azrou,E,432.0,590.0,34.6,14300.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-1.32,1.99
Sweet Cherry,Napoleon,,Azrou,E,505.0,512.0,40.3,10948.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.87,0.79
Sweet Cherry,Van,,Zaragoza,E,995.0,1136.0,47.7,8834.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.29,0.03
Sweet Cherry,Van,,Zaragoza,E,795.0,1003.0,48.8,8969.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.21,0.08
Sweet Cherry,Van,,Azrou,E,432.0,590.0,34.6,14300.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-1.32,1.99
Sweet Cherry,Van,,Azrou,E,505.0,513.0,40.3,12981.0,"Delgado et al., 2025",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.87,1.52
Sweet Cherry,Symphony,,Spain,E,445.0,685.0,37.6,9992.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-1.09,0.44
Sweet Cherry,Sandon Rose,,Spain,E,494.0,752.0,40.5,9005.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.86,0.09
Sweet Cherry,Cashmere,,Spain,E,512.0,788.0,41.5,9866.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.78,0.4
Sweet Cherry,Coral Champagne,,Spain,E,510.0,782.0,42.0,8480.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.74,-0.1
Sweet Cherry,Tieton,,Spain,E,546.0,821.0,43.9,9111.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.59,0.13
Sweet Cherry,Cowiche,,Spain,E,571.0,856.0,45.2,9474.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.49,0.26
Sweet Cherry,Sequoia,,Spain,E,630.0,930.0,47.4,8169.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.32,-0.21
Sweet Cherry,Chelan,,Spain,E,632.0,941.0,48.2,8254.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.25,-0.18
Sweet Cherry,Index,,Spain,E,672.0,1006.0,50.9,7095.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,-0.04,-0.6
Sweet Cherry,Van,,Spain,E,672.0,1007.0,51.5,8359.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.01,-0.14
Sweet Cherry,Bing,,Spain,E,708.0,1036.0,52.5,8572.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.08,-0.07
Sweet Cherry,Sumele,,Spain,E,720.0,1057.0,53.4,8460.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.16,-0.11
Sweet Cherry,Staccato,,Spain,E,746.0,1084.0,54.2,8706.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.22,-0.02
Sweet Cherry,Sonata,,Spain,E,759.0,1104.0,55.2,8585.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.3,-0.06
Sweet Cherry,Sweetheart,,Spain,E,774.0,1112.0,55.3,8501.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.3,-0.09
Sweet Cherry,Sandra Rose,,Spain,E,816.0,1186.0,59.5,8489.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.63,-0.1
Sweet Cherry,Sunburst,,Spain,E,866.0,1234.0,60.9,8535.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.74,-0.08
Sweet Cherry,Cristalina,,Spain,E,854.0,1238.0,61.4,8658.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.78,-0.04
Sweet Cherry,Selah,,Spain,E,874.0,1259.0,62.6,8277.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.88,-0.17
Sweet Cherry,Hartland,,Spain,E,898.0,1264.0,62.8,7837.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.89,-0.33
Sweet Cherry,Skeena,,Spain,E,914.0,1298.0,64.9,7491.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,1.06,-0.46
Sweet Cherry,Sentennial,,Spain,E,934.0,1330.0,66.6,7707.0,"Santolaria et al., 2026",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,1.19,-0.38
Sweet Cherry,Chinook,,Spain,S,833.0,784.0,55.1,5663.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.29,-1.11
Sweet Cherry,Sandom Rose,,Spain,S,779.0,895.0,51.6,4994.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.01,-1.35
Sweet Cherry,Rainier,,Spain,S,950.0,1067.0,61.3,5774.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.78,-1.07
Sweet Cherry,Lapins,,Spain,S,938.0,1084.0,60.4,5653.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.71,-1.12
Sweet Cherry,Corum,,Spain,S,833.0,784.0,55.1,5809.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.29,-1.06
Sweet Cherry,Bing,,Spain,S,939.0,1053.0,60.6,5967.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.72,-1.0
Sweet Cherry,Vega,,Spain,S,819.0,769.0,54.3,6187.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.23,-0.92
Sweet Cherry,Early Van Compact,,Spain,S,781.0,728.0,52.2,6143.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.06,-0.94
Sweet Cherry,Van Spur,,Spain,S,831.0,933.0,54.5,5725.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.24,-1.09
Sweet Cherry,Santina,,Spain,S,917.0,1150.0,57.0,5664.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.44,-1.11
Sweet Cherry,Larian,,Spain,S,779.0,876.0,51.5,6040.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.01,-0.98
Sweet Cherry,Van,,Spain,S,982.0,1141.0,63.2,6338.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.93,-0.87
Sweet Cherry,Sue,,Spain,S,952.0,918.0,61.6,6646.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.8,-0.76
Sweet Cherry,Gil Peck,,Spain,S,876.0,831.0,57.1,6621.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.45,-0.77
Sweet Cherry,Compact Stella,,Spain,S,985.0,961.0,63.8,6563.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.97,-0.79
Sweet Cherry,Vic,,Spain,S,941.0,904.0,60.9,6843.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.74,-0.69
Sweet Cherry,Sunburst,,Spain,S,816.0,949.0,54.0,6364.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.2,-0.86
Sweet Cherry,Summit,,Spain,S,952.0,918.0,61.6,6986.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.8,-0.64
Sweet Cherry,Lambert,,Spain,S,876.0,831.0,57.1,7315.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,0.45,-0.52
Sweet Cherry,Sam,,Spain,S,1008.0,1045.0,65.2,7266.0,"Fadón et al., 2021",51.43,12.72,8758.36,2782.01,782.67,226.73,844.04,325.43,1.08,-0.54
Pear,Alexandrine Douillard,,Zaragoza,S,753.0,1027.0,47.5,7287.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,0.04,0.77
Pear,Beurré d´Anjou,,Zaragoza,S,745.0,1100.0,47.7,6619.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,0.2,-1.3
Pear,Conference,,Zaragoza,S,745.0,1113.0,46.5,7347.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,-0.78,0.96
Pear,El Dorado,,Zaragoza,S,753.0,1163.0,47.5,7094.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,0.04,0.17
Pear,Général Leclerc,,Zaragoza,S,753.0,1028.0,47.5,7107.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,0.04,0.21
Pear,Grand Champion,,Zaragoza,S,745.0,1028.0,46.5,7168.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,-0.78,0.4
Pear,Highland,,Zaragoza,S,745.0,1113.0,46.5,7402.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,-0.78,1.13
Pear,Magness,,Zaragoza,S,719.0,1113.0,43.9,7509.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,-2.91,1.46
Pear,Packham´s Triumph,,Zaragoza,S,753.0,1163.0,47.5,6997.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,0.04,-0.13
Pear,Passe Crassane,,Zaragoza,S,774.0,1100.0,49.2,6514.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,1.43,-1.62
Pear,Pierre Corneille,,Zaragoza,S,753.0,1099.0,47.5,6519.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,0.04,-1.61
Pear,Président Drouard,,Zaragoza,S,760.0,1113.0,48.5,7289.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,0.85,0.78
Pear,Président Heron,,Zaragoza,S,760.0,1163.0,48.5,6935.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,0.85,-0.32
Pear,Rogue Red,,Zaragoza,S,760.0,1028.0,48.5,7170.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,0.85,0.41
Pear,Sirrine,,Zaragoza,S,757.0,1163.0,48.0,7075.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,0.45,0.12
Pear,Star,,Zaragoza,S,757.0,1100.0,48.0,6573.0,"Fadón et al., 2024",47.46,1.22,7037.81,323.15,752.0,11.59,1100.88,49.95,0.45,-1.44
